FID,Name,Type,estimate_mesor,std.error_mesor,p.value_mesor,estimate_beta_cos1,std.error_beta_cos1,p.value_beta_cos1,estimate_beta_sin1,std.error_beta_sin1,p.value_beta_sin1,amplitude_24hfreq,acrophase_24hfreq,pvalue_h
c1rl,C1RL,Proteins,0.00433,0.01624,0.8,-0.00822,0.01713,0.6,0.02048,0.01369,0.1,0.02207,7.45778,0.1
c1s,C1S,Proteins,0.03622,0.01639,0.03,-0.01959,0.01727,0.3,0.1058,0.01382,2e-14,0.1076,6.69936,2e-14
c2,C2,Proteins,0.01102,0.01629,0.5,-0.0065,0.01717,0.7,0.03287,0.01375,0.02,0.0335,6.74561,0.02
c2cd2l,C2CD2L,Proteins,0.01759,0.01675,0.3,0.00277,0.01766,0.9,0.03502,0.01413,0.01,0.03513,5.6989,0.01
c2orf69,C2ORF69,Proteins,0.02102,0.01661,0.2,-0.02528,0.01751,0.1,0.08006,0.014,1e-08,0.08396,7.16846,1e-08
c3,C3,Proteins,-0.00493,0.01673,0.8,-0.02577,0.01765,0.1,0.02363,0.01409,0.09,0.03497,9.16549,0.09
c4bpb,C4BPB,Proteins,0.04061,0.01597,0.01,0.03066,0.01683,0.07,0.04853,0.01347,0.0003,0.0574,3.84771,0.0003
c5,C5,Proteins,-0.01256,0.01648,0.4,-0.02398,0.01737,0.2,0.00429,0.0139,0.8,0.02436,11.32392,0.2
c7,C7,Proteins,0.00645,0.01629,0.7,-0.01404,0.01716,0.4,0.03282,0.01374,0.02,0.0357,7.54343,0.02
c7orf50,C7ORF50,Proteins,0.05573,0.01625,0.0006,0.10112,0.01713,4e-09,-0.01215,0.0137,0.4,0.10185,23.54337,4e-09
c8b,C8B,Proteins,0.00745,0.01629,0.6,-0.00067,0.01717,1,0.01729,0.01374,0.2,0.01731,6.14738,0.2
c9,C9,Proteins,-0.0015,0.01624,0.9,-0.02317,0.01712,0.2,0.02759,0.01369,0.04,0.03602,8.66815,0.04
c9orf40,C9ORF40,Proteins,-0.13727,0.01585,5e-18,-0.17221,0.01671,7e-25,-0.07266,0.01337,6e-08,0.18691,13.52504,7e-25
ca1,CA1,Proteins,-0.12053,0.01584,3e-14,-0.15461,0.0167,2e-20,-0.05961,0.01337,8e-06,0.1657,13.40572,2e-20
ca11,CA11,Proteins,0.00404,0.01676,0.8,0.00014,0.01767,1,0.0087,0.01413,0.5,0.0087,5.93931,0.5
ca12,CA12,Proteins,0.0698,0.0164,2e-05,-0.00161,0.01729,0.9,0.15599,0.01382,2e-29,0.156,6.03936,2e-29
ca13,CA13,Proteins,0.06133,0.01644,0.0002,-0.00311,0.01732,0.9,0.13913,0.01386,1e-23,0.13916,6.08543,1e-23
ca14,CA14,Proteins,0.16045,0.01567,1e-24,0.17367,0.01652,8e-26,0.12181,0.01321,3e-20,0.21213,2.33628,8e-26
ca2,CA2,Proteins,-0.11555,0.01559,1e-13,-0.16856,0.01646,1e-24,-0.02992,0.01314,0.02,0.1712,12.67096,1e-24
ca3,CA3,Proteins,-0.09215,0.01561,4e-09,-0.08855,0.01645,7e-08,-0.0849,0.01317,1e-10,0.12268,14.91964,1e-10
ca4,CA4,Proteins,-0.05888,0.01639,0.0003,-0.02055,0.01727,0.2,-0.10222,0.01383,1e-13,0.10427,17.2423,1e-13
ca5a,CA5A,Proteins,0.05947,0.01611,0.0002,0.05178,0.01697,0.002,0.06193,0.0136,5e-06,0.08073,3.34029,5e-06
ca6,CA6,Proteins,0.06017,0.0156,0.0001,0.0579,0.01645,0.0004,0.05538,0.01317,3e-05,0.08012,2.91518,3e-05
ca7,CA7,Proteins,0.00965,0.01673,0.6,0.01297,0.01763,0.5,0.00395,0.01411,0.8,0.01356,1.12818,0.5
ca8,CA8,Proteins,0.0089,0.01681,0.6,0.02649,0.01771,0.1,-0.0157,0.01418,0.3,0.0308,21.95607,0.1
ca9,CA9,Proteins,0.06173,0.0162,0.0001,0.09365,0.01708,4e-08,0.01106,0.01366,0.4,0.0943,0.44917,4e-08
cabp2,CABP2,Proteins,0.06009,0.01675,0.0003,0.03503,0.01765,0.05,0.08562,0.01412,1e-09,0.09251,4.51649,1e-09
cacna1c,CACNA1C,Proteins,0.00026,0.01687,1,0.00374,0.01777,0.8,-0.00443,0.01422,0.8,0.0058,20.67923,0.8
cacna1h,CACNA1H,Proteins,0.02538,0.01685,0.1,0.0341,0.01776,0.05,0.0104,0.0142,0.5,0.03565,1.13061,0.05
cacnb1,CACNB1,Proteins,0.01869,0.01687,0.3,0.02318,0.01777,0.2,0.01021,0.01422,0.5,0.02533,1.58458,0.2
cacnb3,CACNB3,Proteins,0.03744,0.01635,0.02,-0.00854,0.01723,0.6,0.09374,0.01379,1e-11,0.09413,6.34707,1e-11
cacybp,CACYBP,Proteins,0.04099,0.0164,0.01,-0.02448,0.01729,0.2,0.12279,0.01384,7e-19,0.1252,6.75176,7e-19
cadps,CADPS,Proteins,0.0038,0.01682,0.8,0.0096,0.01773,0.6,-0.00444,0.01418,0.8,0.01058,22.3457,0.6
calb1,CALB1,Proteins,0.09257,0.01594,6e-09,0.06675,0.01681,7e-05,0.11489,0.01344,1e-17,0.13288,3.98955,1e-17
calb2,CALB2,Proteins,0.01481,0.0163,0.4,0.01325,0.01718,0.4,0.01496,0.01376,0.3,0.01998,3.23179,0.3
calca,CALCA,Proteins,-0.02337,0.01347,0.08,0.0066,0.01421,0.6,-0.06027,0.01136,1e-07,0.06063,18.41646,1e-07
calcb,CALCB,Proteins,-0.04815,0.01634,0.003,-0.03004,0.01722,0.08,-0.06596,0.01378,2e-06,0.07248,16.36783,2e-06
calcoco1,CALCOCO1,Proteins,0.0412,0.01573,0.009,-0.00146,0.01658,0.9,0.09256,0.01327,3e-12,0.09257,6.06029,3e-12
calcoco2,CALCOCO2,Proteins,0.04056,0.01633,0.01,0.00403,0.01721,0.8,0.08399,0.01375,1e-09,0.08408,5.81672,1e-09
caly,CALY,Proteins,-0.00676,0.01685,0.7,-0.0153,0.01776,0.4,0.00554,0.01421,0.7,0.01627,10.67312,0.4
camkk1,CAMKK1,Proteins,0.03304,0.01664,0.05,0.0151,0.01754,0.4,0.0526,0.01403,0.0002,0.05472,4.93219,0.0002
camlg,CAMLG,Proteins,0.02971,0.01666,0.07,0.01204,0.01756,0.5,0.04939,0.01404,0.0004,0.05083,5.08684,0.0004
camsap1,CAMSAP1,Proteins,0.03204,0.01591,0.04,-0.00189,0.01676,0.9,0.073,0.01342,5e-08,0.07302,6.0989,5e-08
cant1,CANT1,Proteins,-0.00675,0.01627,0.7,-0.06964,0.01715,5e-05,0.07792,0.01373,1e-08,0.10451,8.78587,1e-08
capg,CAPG,Proteins,-0.00179,0.01618,0.9,-0.03925,0.01705,0.02,0.04837,0.01364,0.0004,0.06229,8.60387,0.0004
capn3,CAPN3,Proteins,0.03208,0.0165,0.05,0.05422,0.01739,0.002,-0.00164,0.01392,0.9,0.05425,23.88473,0.002
caps,CAPS,Proteins,0.01198,0.01564,0.4,-0.02932,0.01648,0.08,0.06548,0.01319,7e-07,0.07175,7.60795,7e-07
carhsp1,CARHSP1,Proteins,-0.09827,0.01603,9e-10,-0.12205,0.0169,5e-13,-0.05377,0.01352,7e-05,0.13337,13.58519,5e-13
casc3,CASC3,Proteins,0.02066,0.0166,0.2,-0.01084,0.0175,0.5,0.05998,0.014,2e-05,0.06096,6.68267,2e-05
casp1,CASP1,Proteins,-0.04717,0.01648,0.004,-0.1076,0.01737,6e-10,0.03947,0.0139,0.005,0.11461,10.65711,6e-10
casp10,CASP10,Proteins,0.0316,0.01647,0.06,-0.00995,0.01736,0.6,0.08281,0.0139,3e-09,0.08341,6.45674,3e-09
casp2,CASP2,Proteins,0.05668,0.01627,0.0005,-0.00225,0.01715,0.9,0.12779,0.01373,1e-20,0.12781,6.06737,1e-20
casp3,CASP3,Proteins,0.04636,0.01615,0.004,-0.02221,0.01702,0.2,0.13163,0.01363,5e-22,0.13349,6.63859,5e-22
casp4,CASP4,Proteins,0.01404,0.01671,0.4,0.00951,0.01761,0.6,0.01821,0.01409,0.2,0.02054,4.16122,0.2
casp7,CASP7,Proteins,0.0497,0.01632,0.002,-0.01021,0.0172,0.6,0.12305,0.01376,4e-19,0.12348,6.31634,4e-19
casp8,CASP8,Proteins,0.02459,0.01597,0.1,-0.03773,0.01684,0.03,0.1046,0.01346,8e-15,0.11119,7.32226,8e-15
casp9,CASP9,Proteins,0.03994,0.01673,0.02,0.01626,0.01763,0.4,0.06624,0.01411,3e-06,0.06821,5.08054,3e-06
casq2,CASQ2,Proteins,0.00656,0.01686,0.7,0.00772,0.01777,0.7,0.00414,0.01421,0.8,0.00876,1.88158,0.7
cat,CAT,Proteins,-0.07589,0.01552,1e-06,-0.11155,0.01636,9e-12,-0.01841,0.01309,0.2,0.11306,12.62484,9e-12
cblif,CBLIF,Proteins,0.07639,0.0163,3e-06,0.09078,0.01719,1e-07,0.04726,0.01376,0.0006,0.10234,1.83352,1e-07
cbln1,CBLN1,Proteins,-0.00564,0.01686,0.7,-0.01137,0.01776,0.5,0.00275,0.01421,0.8,0.0117,11.09309,0.5
cbln4,CBLN4,Proteins,0.02759,0.01646,0.09,0.03971,0.01736,0.02,0.00782,0.01388,0.6,0.04047,0.74272,0.02
cbs,CBS,Proteins,-0.00426,0.01655,0.8,-0.02242,0.01744,0.2,0.02056,0.01394,0.1,0.03042,9.16574,0.1
cbx2,CBX2,Proteins,-0.01188,0.01685,0.5,-0.01109,0.01776,0.5,-0.01137,0.0142,0.4,0.01588,15.0479,0.4
cc2d1a,CC2D1A,Proteins,-0.00704,0.01595,0.7,-0.04242,0.01682,0.01,0.04105,0.01346,0.002,0.05903,9.06239,0.002
ccar2,CCAR2,Proteins,0.01911,0.01656,0.2,0.02487,0.01746,0.2,0.00891,0.01397,0.5,0.02642,1.31359,0.2
ccdc134,CCDC134,Proteins,0.01534,0.01651,0.4,-0.02397,0.0174,0.2,0.06568,0.01392,2e-06,0.06992,7.33633,2e-06
ccdc28a,CCDC28A,Proteins,-0.04341,0.01681,0.01,-0.04834,0.01771,0.006,-0.03112,0.01417,0.03,0.05749,14.18449,0.006
ccdc50,CCDC50,Proteins,0.08302,0.01651,5e-07,0.03639,0.0174,0.04,0.13417,0.01392,6e-22,0.13901,4.98836,6e-22
ccdc80,CCDC80,Proteins,-0.03069,0.01501,0.04,-0.06164,0.01583,0.0001,0.01455,0.01267,0.3,0.06333,11.11445,0.0001
ccer2,CCER2,Proteins,0.01859,0.01647,0.3,0.01988,0.01736,0.3,0.01442,0.01387,0.3,0.02456,2.39783,0.3
ccl11,CCL11,Proteins,0.00019,0.01552,1,0.02875,0.01637,0.08,-0.03792,0.0131,0.004,0.04759,20.47758,0.004
ccl13,CCL13,Proteins,0.06862,0.01618,2e-05,0.03442,0.01706,0.04,0.10532,0.01364,1e-14,0.1108,4.79354,1e-14
ccl14,CCL14,Proteins,-0.04572,0.01619,0.005,-0.01308,0.01707,0.4,-0.08306,0.01366,1e-09,0.08408,17.4032,1e-09
ccl15,CCL15,Proteins,0.30228,0.01592,5e-80,0.34179,0.01678,9e-92,0.21009,0.01344,6e-55,0.4012,2.10515,9e-92
ccl16,CCL16,Proteins,0.04367,0.01563,0.005,0.00371,0.01647,0.8,0.09117,0.01319,5e-12,0.09124,5.84444,5e-12
ccl17,CCL17,Proteins,-0.043,0.01647,0.009,-0.09104,0.01737,2e-07,0.02671,0.01388,0.05,0.09488,10.90977,2e-07
ccl18,CCL18,Proteins,0.0106,0.01613,0.5,-0.00206,0.017,0.9,0.02605,0.01361,0.06,0.02613,6.30101,0.06
ccl19,CCL19,Proteins,-0.02232,0.01636,0.2,-0.03973,0.01725,0.02,0.00377,0.0138,0.8,0.03991,11.63872,0.02
ccl2,CCL2,Proteins,0.15941,0.01556,1e-24,0.17727,0.0164,3e-27,0.11477,0.01312,2e-18,0.21118,2.19466,3e-27
ccl20,CCL20,Proteins,0.14053,0.01617,4e-18,0.15498,0.01704,1e-19,0.10289,0.01364,5e-14,0.18603,2.23872,1e-19
ccl21,CCL21,Proteins,-0.02875,0.01633,0.08,-0.00886,0.01722,0.6,-0.05152,0.01377,0.0002,0.05228,17.34976,0.0002
ccl22,CCL22,Proteins,-0.05732,0.01649,0.0005,-0.07416,0.01739,2e-05,-0.02727,0.01389,0.05,0.07902,13.34606,2e-05
ccl23,CCL23,Proteins,-0.23475,0.01564,8e-51,-0.26761,0.01649,5e-59,-0.16046,0.01319,5e-34,0.31203,14.06308,5e-59
ccl24,CCL24,Proteins,0.04232,0.01618,0.009,0.07542,0.01706,1e-05,-0.00731,0.01364,0.6,0.07578,23.63096,1e-05
ccl25,CCL25,Proteins,0.09179,0.01596,9e-09,0.13676,0.01683,5e-16,0.01983,0.01346,0.1,0.13819,0.55004,5e-16
ccl26,CCL26,Proteins,-0.07227,0.0163,9e-06,-0.07417,0.01718,2e-05,-0.06029,0.01375,1e-05,0.09558,14.60721,1e-05
ccl27,CCL27,Proteins,0.01126,0.01555,0.5,0.05828,0.01639,0.0004,-0.05285,0.01311,6e-05,0.07867,21.18658,6e-05
ccl28,CCL28,Proteins,-0.02696,0.01634,0.1,-0.05587,0.01723,0.001,0.01511,0.01378,0.3,0.05788,10.9913,0.001
ccl3,CCL3,Proteins,0.06464,0.01571,4e-05,-0.04222,0.01656,0.01,0.19855,0.01325,1e-50,0.20299,6.80031,1e-50
ccl4,CCL4,Proteins,-0.02881,0.01627,0.08,-0.09773,0.01717,1e-08,0.06669,0.01372,1e-06,0.11832,9.71265,1e-08
ccl5,CCL5,Proteins,-0.01562,0.01625,0.3,-0.07849,0.01713,5e-06,0.0701,0.01371,3e-07,0.10523,9.21541,3e-07
ccl7,CCL7,Proteins,-0.04819,0.01584,0.002,-0.09591,0.0167,9e-09,0.02168,0.01336,0.1,0.09833,11.15068,9e-09
ccl8,CCL8,Proteins,-0.01397,0.01632,0.4,-0.04574,0.01721,0.008,0.03029,0.01376,0.03,0.05486,9.76576,0.008
ccn1,CCN1,Proteins,-0.05851,0.01589,0.0002,0.01662,0.01676,0.3,-0.15128,0.01339,2e-29,0.15219,18.41799,2e-29
ccn2,CCN2,Proteins,-0.04529,0.01648,0.006,-0.1076,0.01738,6e-10,0.04366,0.01389,0.002,0.11612,10.52758,6e-10
ccn3,CCN3,Proteins,0.09477,0.01511,4e-10,-0.00686,0.01593,0.7,0.21758,0.01276,5e-65,0.21768,6.12037,5e-65
ccn4,CCN4,Proteins,0.07183,0.01617,9e-06,-0.00656,0.01704,0.7,0.16703,0.01363,2e-34,0.16716,6.14996,2e-34
ccn5,CCN5,Proteins,0.0126,0.01496,0.4,0.00199,0.01578,0.9,0.02511,0.01262,0.05,0.02518,5.69861,0.05
ccnd2,CCND2,Proteins,0.02868,0.01666,0.09,0.05773,0.01755,0.001,-0.01383,0.01404,0.3,0.05936,23.1019,0.001
ccne1,CCNE1,Proteins,0.01281,0.01683,0.4,0.02023,0.01773,0.3,0.00124,0.0142,0.9,0.02027,0.23413,0.3
ccs,CCS,Proteins,-0.03729,0.01595,0.02,-0.08916,0.01682,1e-07,0.03675,0.01345,0.006,0.09644,10.50667,1e-07
cct5,CCT5,Proteins,0.02127,0.01632,0.2,-0.02402,0.01721,0.2,0.07875,0.01376,1e-08,0.08233,7.13067,1e-08
cd101,CD101,Proteins,-0.01933,0.01647,0.2,-0.01759,0.01736,0.3,-0.01912,0.01389,0.2,0.02598,15.15825,0.2
cd109,CD109,Proteins,-0.00546,0.01638,0.7,-0.0047,0.01728,0.8,-0.00578,0.01381,0.7,0.00745,15.39311,0.7
cd14,CD14,Proteins,-0.02616,0.0162,0.1,0.03125,0.01708,0.07,-0.09911,0.01367,4e-13,0.10392,19.16662,4e-13
cd160,CD160,Proteins,0.04718,0.0163,0.004,-0.00165,0.01718,0.9,0.10613,0.01375,1e-14,0.10615,6.05949,1e-14
cd163,CD163,Proteins,-0.01877,0.01623,0.2,-0.01909,0.01711,0.3,-0.01588,0.0137,0.2,0.02484,14.65049,0.2
cd164,CD164,Proteins,0.02969,0.01643,0.07,0.01505,0.01733,0.4,0.04533,0.01386,0.001,0.04776,4.77526,0.001
cd164l2,CD164L2,Proteins,-0.00157,0.01681,0.9,0.00376,0.01772,0.8,-0.00847,0.01418,0.6,0.00927,19.59365,0.6
cd177,CD177,Proteins,-0.02415,0.01655,0.1,-0.02792,0.01746,0.1,-0.01599,0.01396,0.3,0.03217,13.98633,0.1
cd1c,CD1C,Proteins,0.03592,0.0161,0.03,0.05514,0.01697,0.001,0.00561,0.01358,0.7,0.05542,0.38726,0.001
cd2,CD2,Proteins,-0.02385,0.0168,0.2,-0.00711,0.01771,0.7,-0.04305,0.01416,0.002,0.04364,17.37477,0.002
cd200,CD200,Proteins,0.05907,0.01611,0.0002,0.0452,0.01699,0.008,0.06982,0.01359,3e-07,0.08318,3.8055,3e-07
cd200r1,CD200R1,Proteins,-0.00485,0.01657,0.8,0.01114,0.01748,0.5,-0.02558,0.01396,0.07,0.0279,19.56843,0.07
cd207,CD207,Proteins,0.06917,0.01665,3e-05,0.05086,0.01753,0.004,0.08437,0.01403,2e-09,0.09851,3.92787,2e-09
cd209,CD209,Proteins,0.07215,0.01644,1e-05,0.08515,0.01732,9e-07,0.04539,0.01387,0.001,0.0965,1.87072,9e-07
cd22,CD22,Proteins,0.017,0.01599,0.3,0.02532,0.01686,0.1,0.00369,0.01349,0.8,0.02558,0.55353,0.1
cd226,CD226,Proteins,-0.01221,0.01673,0.5,-0.05844,0.01763,0.0009,0.05101,0.01412,0.0003,0.07757,9.2589,0.0003
cd244,CD244,Proteins,0.02437,0.01639,0.1,0.0099,0.01728,0.6,0.04047,0.01383,0.003,0.04167,5.08365,0.003
cd248,CD248,Proteins,0.08237,0.01585,2e-07,0.10901,0.0167,7e-11,0.03603,0.01336,0.007,0.11481,1.21934,7e-11
cd27,CD27,Proteins,0.02508,0.0161,0.1,-0.00119,0.01697,0.9,0.05676,0.01358,3e-05,0.05677,6.07995,3e-05
cd274,CD274,Proteins,-0.00168,0.01607,0.9,-0.08142,0.01695,2e-06,0.1049,0.01356,1e-14,0.13278,8.52113,1e-14
cd276,CD276,Proteins,-0.06676,0.01601,3e-05,-0.01872,0.01688,0.3,-0.12218,0.01349,1e-19,0.1236,17.41925,1e-19
cd28,CD28,Proteins,-0.00787,0.01657,0.6,-0.01314,0.01747,0.5,0.00017,0.01397,1,0.01314,11.95156,0.5
cd2ap,CD2AP,Proteins,-0.02129,0.01587,0.2,-0.08238,0.01673,9e-07,0.06288,0.01339,3e-06,0.10364,9.50969,9e-07
cd300a,CD300A,Proteins,-0.00643,0.01639,0.7,-0.00894,0.01728,0.6,-0.00225,0.01384,0.9,0.00922,12.94169,0.6
cd300c,CD300C,Proteins,-0.01791,0.01606,0.3,-0.02797,0.01693,0.1,-0.00218,0.01354,0.9,0.02805,12.29781,0.1
cd300e,CD300E,Proteins,-0.00589,0.01588,0.7,-0.00326,0.01675,0.8,-0.00863,0.01339,0.5,0.00923,16.62234,0.5
cd300lf,CD300LF,Proteins,-0.02616,0.01584,0.1,-0.02584,0.01671,0.1,-0.02316,0.01336,0.08,0.0347,14.79143,0.08
cd300lg,CD300LG,Proteins,0.08078,0.01578,3e-07,0.06299,0.01665,0.0002,0.09399,0.01331,2e-12,0.11314,3.74484,2e-12
cd302,CD302,Proteins,-0.02185,0.01556,0.2,0.03038,0.01641,0.06,-0.08873,0.01312,1e-11,0.09379,19.25997,1e-11
cd33,CD33,Proteins,0.00012,0.01647,1,0.00271,0.01736,0.9,-0.00336,0.01389,0.8,0.00432,20.59583,0.8
cd34,CD34,Proteins,0.04955,0.01638,0.002,0.04429,0.01727,0.01,0.05008,0.01382,0.0003,0.06686,3.23395,0.0003
cd36,CD36,Proteins,-0.01164,0.01655,0.5,-0.0355,0.01744,0.04,0.02169,0.01396,0.1,0.0416,9.90538,0.04
cd38,CD38,Proteins,-0.00166,0.0135,0.9,0.05107,0.01423,0.0003,-0.07187,0.01138,3e-10,0.08817,20.35983,3e-10
cd3d,CD3D,Proteins,0.00746,0.01686,0.7,0.01446,0.01777,0.4,-0.00288,0.01421,0.8,0.01474,23.24994,0.4
cd3e,CD3E,Proteins,-0.01204,0.01674,0.5,-0.01105,0.01763,0.5,-0.01177,0.01411,0.4,0.01614,15.12056,0.4
cd3g,CD3G,Proteins,-0.01966,0.01684,0.2,-0.0271,0.01775,0.1,-0.00716,0.01421,0.6,0.02802,12.98667,0.1
cd4,CD4,Proteins,-0.05054,0.01608,0.002,0.04484,0.01696,0.008,-0.1712,0.01356,2e-36,0.17698,18.97848,2e-36
cd40,CD40,Proteins,0.011,0.01637,0.5,-0.03449,0.01727,0.05,0.07014,0.0138,4e-07,0.07816,7.74545,4e-07
cd40lg,CD40LG,Proteins,-0.05891,0.01628,0.0003,-0.18728,0.01716,1e-27,0.11997,0.01373,3e-18,0.22241,9.82383,1e-27
cd46,CD46,Proteins,0.00698,0.01631,0.7,-0.06865,0.0172,7e-05,0.1068,0.01375,8e-15,0.12696,8.18219,8e-15
cd48,CD48,Proteins,-0.00403,0.01644,0.8,-0.01168,0.01734,0.5,0.00668,0.01386,0.6,0.01345,10.014,0.5
cd5,CD5,Proteins,0.01321,0.01622,0.4,0.02451,0.0171,0.2,-0.00361,0.01367,0.8,0.02478,23.44111,0.2
cd55,CD55,Proteins,-0.03586,0.01637,0.03,-0.07537,0.01725,1e-05,0.02178,0.01377,0.1,0.07845,10.92529,1e-05
cd58,CD58,Proteins,0.00849,0.01641,0.6,0.02122,0.01731,0.2,-0.00964,0.01382,0.5,0.02331,22.37132,0.2
cd59,CD59,Proteins,0.02208,0.01536,0.2,0.06085,0.0162,0.0002,-0.03219,0.01297,0.01,0.06884,22.1412,0.0002
cd5l,CD5L,Proteins,0.01007,0.01641,0.5,-0.01917,0.0173,0.3,0.04769,0.01383,0.0006,0.0514,7.46003,0.0006
cd6,CD6,Proteins,0.00499,0.01595,0.8,0.0483,0.01683,0.004,-0.05343,0.01345,7e-05,0.07202,20.80743,7e-05
cd63,CD63,Proteins,0.00277,0.01647,0.9,-0.08831,0.01736,4e-07,0.12379,0.01389,5e-19,0.15206,8.36693,5e-19
cd69,CD69,Proteins,0.03564,0.01644,0.03,-0.03659,0.01733,0.03,0.12718,0.01387,5e-20,0.13234,7.06991,5e-20
cd7,CD7,Proteins,-0.00902,0.01658,0.6,0.0068,0.01747,0.7,-0.02892,0.01398,0.04,0.02971,18.88234,0.04
cd70,CD70,Proteins,-0.01859,0.01585,0.2,-0.03635,0.01671,0.03,0.00751,0.01337,0.6,0.03712,11.22214,0.03
cd72,CD72,Proteins,-0.00243,0.01642,0.9,0.03332,0.01731,0.05,-0.0497,0.01386,0.0003,0.05983,20.25629,0.0003
cd74,CD74,Proteins,-0.036,0.01566,0.02,-0.05692,0.01651,0.0006,-0.00344,0.01321,0.8,0.05703,12.23051,0.0006
cd79b,CD79B,Proteins,-0.01545,0.0162,0.3,0.02352,0.01708,0.2,-0.06539,0.01366,2e-06,0.0695,19.31882,2e-06
cd80,CD80,Proteins,-0.04126,0.01589,0.009,-0.05021,0.01674,0.003,-0.02391,0.0134,0.07,0.05561,13.69763,0.003
cd82,CD82,Proteins,5e-04,0.01673,1,0.00304,0.01763,0.9,-0.00294,0.01411,0.8,0.00423,21.05895,0.8
cd83,CD83,Proteins,0.00274,0.01611,0.9,-0.04755,0.01699,0.005,0.06939,0.01359,3e-07,0.08411,8.29467,3e-07
cd84,CD84,Proteins,0.02259,0.01638,0.2,-0.08044,0.01727,3e-06,0.1569,0.01382,8e-30,0.17632,7.80956,8e-30
cd86,CD86,Proteins,0.00368,0.01621,0.8,0.00568,0.01709,0.7,0.00052,0.01367,1,0.00571,0.3512,0.7
cd8a,CD8A,Proteins,0.06548,0.01637,6e-05,0.09781,0.01726,1e-08,0.01388,0.01381,0.3,0.09879,0.53829,1e-08
cd93,CD93,Proteins,-0.00186,0.01672,0.9,-0.01484,0.01764,0.4,0.0157,0.01409,0.3,0.0216,8.89217,0.3
cd99,CD99,Proteins,0.00082,0.01407,1,-0.01812,0.01484,0.2,0.02594,0.01187,0.03,0.03164,8.32897,0.03
cd99l2,CD99L2,Proteins,0.00601,0.01612,0.7,-0.02522,0.017,0.1,0.04683,0.01359,0.0006,0.05319,7.8869,0.0006
cda,CDA,Proteins,-0.00705,0.01594,0.7,0.07543,0.01681,7e-06,-0.11602,0.01344,6e-18,0.13839,20.2019,6e-18
cdan1,CDAN1,Proteins,0.00131,0.0166,0.9,0.0074,0.01749,0.7,-0.00698,0.01399,0.6,0.01018,21.11238,0.6
cdc123,CDC123,Proteins,-0.02188,0.01685,0.2,-0.01896,0.01776,0.3,-0.0229,0.01421,0.1,0.02973,15.35895,0.1
cdc25a,CDC25A,Proteins,-0.00175,0.01685,0.9,0.00167,0.01777,0.9,-0.0061,0.01421,0.7,0.00632,19.02428,0.7
cdc26,CDC26,Proteins,0.03896,0.01618,0.02,-0.01719,0.01706,0.3,0.10885,0.01365,2e-15,0.1102,6.59819,2e-15
cdc27,CDC27,Proteins,0.03355,0.01637,0.04,0.01747,0.01726,0.3,0.05056,0.0138,0.0002,0.05349,4.72943,0.0002
cdc37,CDC37,Proteins,0.05059,0.01623,0.002,-0.02041,0.01711,0.2,0.13849,0.01369,5e-24,0.13999,6.55899,5e-24
cdc42bpb,CDC42BPB,Proteins,0.03959,0.01594,0.01,0.00271,0.0168,0.9,0.08362,0.01344,5e-10,0.08366,5.87603,5e-10
cdcp1,CDCP1,Proteins,-0.01178,0.01454,0.4,-0.01573,0.01534,0.3,-0.00498,0.01227,0.7,0.0165,13.17088,0.3
cdh1,CDH1,Proteins,0.0037,0.01654,0.8,-0.1125,0.01745,1e-10,0.15896,0.01392,4e-30,0.19475,8.35253,4e-30
cdh15,CDH15,Proteins,0.01056,0.01413,0.5,-0.00737,0.0149,0.6,0.03303,0.01192,0.006,0.03384,6.8385,0.006
cdh17,CDH17,Proteins,0.03571,0.01621,0.03,0.00026,0.01709,1,0.07826,0.01368,1e-08,0.07826,5.98735,1e-08
cdh2,CDH2,Proteins,0.00385,0.01521,0.8,-0.0039,0.01603,0.8,0.01366,0.01283,0.3,0.01421,7.06128,0.3
cdh22,CDH22,Proteins,0.03011,0.01673,0.07,0.02541,0.01763,0.1,0.03239,0.0141,0.02,0.04117,3.45891,0.02
cdh23,CDH23,Proteins,0.04365,0.01657,0.008,0.05819,0.01746,0.0009,0.01851,0.01397,0.2,0.06106,1.17646,0.0009
cdh3,CDH3,Proteins,0.01254,0.0161,0.4,-0.07521,0.01697,9e-06,0.12774,0.01358,5e-21,0.14824,8.03267,5e-21
cdh4,CDH4,Proteins,-0.00143,0.01687,0.9,-0.00625,0.01778,0.7,0.00519,0.01422,0.7,0.00812,9.3529,0.7
cdh5,CDH5,Proteins,0.01185,0.01644,0.5,0.00146,0.01733,0.9,0.02412,0.01388,0.08,0.02417,5.7684,0.08
cdh6,CDH6,Proteins,0.03148,0.01628,0.05,0.03268,0.01717,0.06,0.02576,0.01374,0.06,0.04161,2.54961,0.06
cdhr1,CDHR1,Proteins,-0.02945,0.01665,0.08,-0.08421,0.01756,2e-06,0.04733,0.01405,0.0008,0.0966,10.04414,2e-06
cdhr2,CDHR2,Proteins,-0.03402,0.01417,0.02,-0.03143,0.01493,0.04,-0.03301,0.01194,0.006,0.04558,15.09355,0.006
cdhr5,CDHR5,Proteins,-0.00657,0.01656,0.7,-0.01671,0.01746,0.3,0.0078,0.01397,0.6,0.01844,10.33281,0.3
cdk1,CDK1,Proteins,-0.01809,0.01681,0.3,-0.04486,0.01772,0.01,0.02,0.01417,0.2,0.04912,10.39792,0.01
